,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
600,600,600,IC739,IC,15,"['008896735', '008896503', '008896412', '008896396', '008896305', '008896370', '008896388', '008896008', '008896149', '008892007', '008893120', '008894201', '008894508', '008821121', '008821006']"
601,601,601,IC742,IC,15,"['008896735', '008896503', '008896412', '008896396', '008896305', '008896370', '008896388', '008896008', '008896149', '008892007', '008893120', '008894201', '008894508', '008821121', '008821006']"
602,602,602,IC807,IC,9,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008']"
603,603,603,IC815,IC,8,"['008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008']"
604,604,604,IC816,IC,8,"['008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008']"
605,605,605,IC819,IC,9,"['008891702', '008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008']"
606,606,606,IC822,IC,8,"['008891009', '008891264', '008891314', '008892205', '008896800', '008896909', '008896925', '008896008']"
607,607,607,IC832,IC,8,"['008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009']"
608,608,608,IC835,IC,8,"['008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009']"
609,609,609,IC837,IC,9,"['008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009', '008891702']"
610,610,610,IC839,IC,8,"['008896008', '008896925', '008896909', '008896800', '008892205', '008891314', '008891264', '008891009']"
611,611,611,IC906,IC,10,"['008885704', '008885753', '008885068', '008885001', '008884004', '008881000', '008882206', '008872009', '008874609', '008863008']"
612,612,612,IC911,IC,7,"['008885001', '008884004', '008881000', '008882206', '008872009', '008874609', '008863008']"
613,613,613,IC9212,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
614,614,614,IC9215,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
615,615,615,IC9216,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
616,616,616,IC9219,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
617,617,617,IC9220,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
618,618,618,IC9223,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
619,619,619,IC9224,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
620,620,620,IC9228,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
621,621,621,IC9231,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
622,622,622,IC9235,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
623,623,623,IC9240,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
624,624,624,IC9247,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
625,625,625,IC9251,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
626,626,626,IC9252,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
627,627,627,IC9255,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
628,628,628,IC9259,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
629,629,629,IC9260,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
630,630,630,IC9263,IC,8,"['008814001', '008813003', '008812005', '008819406', '008822004', '008821121', '008821006', '008400526']"
631,631,631,IC9264,IC,8,"['008400526', '008821006', '008821121', '008822004', '008819406', '008812005', '008813003', '008814001']"
632,632,632,IC929,IC,12,"['008863008', '008874609', '008872009', '008882206', '008881000', '008884004', '008885001', '008885068', '008728687', '008728686', '008728683', '008728600']"
633,633,633,IC936,IC,13,"['008863008', '008874609', '008872009', '008882206', '008881000', '008884004', '008885001', '008885068', '008728686', '008728683', '008728606', '008728710', '008728600']"
634,634,634,IC938,IC,10,"['008863008', '008874609', '008872009', '008882206', '008881000', '008884004', '008885001', '008885068', '008885753', '008885704']"
635,635,635,IC941,IC,7,"['008863008', '008874609', '008872009', '008882206', '008881000', '008884004', '008885001']"
636,636,636,ICE11,ICE,7,"['008814001', '008812005', '008841004', '008015345', '008015458', '008011090', '008011068']"
637,637,637,ICE15,ICE,7,"['008814001', '008812005', '008841004', '008015345', '008015458', '008011090', '008011068']"
638,638,638,ICE16,ICE,7,"['008011068', '008011090', '008015458', '008015345', '008841004', '008812005', '008814001']"
639,639,639,L1687,L,17,"['008893708', '008893815', '008893260', '008893252', '008893211', '008893120', '008893179', '008892007', '008892080', '008892650', '008892643', '008892635', '008892627', '008892601', '008892734', '008896230', '008896008']"
640,640,640,L1867,L,12,"['008892007', '008893013', '008893039', '008893047', '008893054', '008893062', '008893070', '008895257', '008895240', '008895208', '008895570', '008895505']"
641,641,641,L1869,L,12,"['008892007', '008893013', '008893039', '008893047', '008893054', '008893062', '008893070', '008895257', '008895240', '008895208', '008895570', '008895505']"
642,642,642,L1876,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
643,643,643,L1877,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
644,644,644,L1878,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
645,645,645,L1882,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
646,646,646,L1883,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
647,647,647,L1886,L,12,"['008895505', '008895570', '008895208', '008895240', '008895257', '008893070', '008893062', '008893054', '008893047', '008893039', '008893013', '008892007']"
648,648,648,L2459,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
649,649,649,L2461,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
650,650,650,L2462,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
651,651,651,L2463,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
652,652,652,L2466,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
653,653,653,L2467,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
654,654,654,L2469,L,9,"['008833001', '008833233', '008833209', '008833258', '008833266', '008833274', '008831401', '008831088', '008831005']"
655,655,655,L2476,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
656,656,656,L2477,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
657,657,657,L2478,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
658,658,658,L2484,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
659,659,659,L2485,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
660,660,660,L2489,L,9,"['008831005', '008831088', '008831401', '008833274', '008833266', '008833258', '008833209', '008833233', '008833001']"
661,661,661,L2569,L,21,"['008822715', '008822848', '008822814', '008824240', '008824232', '008824224', '008824158', '008821196', '008821121', '008821006', '008821063', '008821089', '008821071', '008821543', '008821535', '008821519', '008821451', '008821444', '008821436', '008821402', '008400526']"
662,662,662,L2578,L,21,"['008400526', '008821402', '008821436', '008821444', '008821451', '008821519', '008821535', '008821543', '008821071', '008821089', '008821063', '008821006', '008821121', '008821196', '008824158', '008824224', '008824232', '008824240', '008822814', '008822848', '008822715']"
663,663,663,L2579,L,21,"['008400526', '008821402', '008821436', '008821444', '008821451', '008821519', '008821535', '008821543', '008821071', '008821089', '008821063', '008821006', '008821121', '008821196', '008824158', '008824224', '008824232', '008824240', '008822814', '008822848', '008822715']"
664,664,664,L2580,L,21,"['008400526', '008821402', '008821436', '008821444', '008821451', '008821519', '008821535', '008821543', '008821071', '008821089', '008821063', '008821006', '008821121', '008821196', '008824158', '008824224', '008824232', '008824240', '008822814', '008822848', '008822715']"
665,665,665,L2588,L,21,"['008400526', '008821402', '008821436', '008821444', '008821451', '008821519', '008821535', '008821543', '008821071', '008821089', '008821063', '008821006', '008821121', '008821196', '008824158', '008824224', '008824232', '008824240', '008822814', '008822848', '008822715']"
666,666,666,L2661,L,11,"['008821006', '008821121', '008821196', '008894821', '008894755', '008894748', '008894714', '008894508', '008894433', '008894425', '008894201']"
667,667,667,L2666,L,13,"['008821006', '008821121', '008821196', '008894821', '008894755', '008894748', '008894714', '008894508', '008894433', '008894425', '008894201', '008894235', '008893401']"
668,668,668,L2668,L,13,"['008821006', '008821121', '008821196', '008894821', '008894755', '008894748', '008894714', '008894508', '008894433', '008894425', '008894201', '008894235', '008893401']"
669,669,669,L2680,L,11,"['008894201', '008894425', '008894433', '008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
670,670,670,L2681,L,11,"['008894201', '008894425', '008894433', '008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
671,671,671,L2682,L,11,"['008894201', '008894425', '008894433', '008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
672,672,672,L2688,L,13,"['008893401', '008894235', '008894201', '008894425', '008894433', '008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
673,673,673,L2689,L,13,"['008893401', '008894235', '008894201', '008894425', '008894433', '008894508', '008894714', '008894748', '008894755', '008894821', '008821196', '008821121', '008821006']"
674,674,674,L2757,L,11,"['008833001', '008833175', '008822525', '008822517', '008822475', '008822004', '008822608', '008822715', '008822772', '008894672', '008894508']"
675,675,675,L2764,L,11,"['008833001', '008833175', '008822525', '008822517', '008822475', '008822004', '008822608', '008822715', '008822772', '008894672', '008894508']"
676,676,676,L2767,L,11,"['008833001', '008833175', '008822525', '008822517', '008822475', '008822004', '008822608', '008822715', '008822772', '008894672', '008894508']"
677,677,677,L2771,L,11,"['008833001', '008833175', '008822525', '008822517', '008822475', '008822004', '008822608', '008822715', '008822772', '008894672', '008894508']"
678,678,678,L2778,L,11,"['008894508', '008894672', '008822772', '008822715', '008822608', '008822004', '008822475', '008822517', '008822525', '008833175', '008833001']"
679,679,679,L2779,L,11,"['008894508', '008894672', '008822772', '008822715', '008822608', '008822004', '008822475', '008822517', '008822525', '008833175', '008833001']"
680,680,680,L2782,L,11,"['008894508', '008894672', '008822772', '008822715', '008822608', '008822004', '008822475', '008822517', '008822525', '008833175', '008833001']"
681,681,681,L2855,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
682,682,682,L2856,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
683,683,683,L2857,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
684,684,684,L2859,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
685,685,685,L2863,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
686,686,686,L2864,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
687,687,687,L2865,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
688,688,688,L2866,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
689,689,689,L2867,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
690,690,690,L2868,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
691,691,691,L2872,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821816', '008821824', '008821832', '008821857', '008821865', '008833209', '008833233', '008833001']"
692,692,692,L2878,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
693,693,693,L2879,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
694,694,694,L2881,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
695,695,695,L2886,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
696,696,696,L2887,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
697,697,697,L2890,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
698,698,698,L2891,L,13,"['008833001', '008833233', '008833209', '008821865', '008821857', '008821832', '008821824', '008821816', '008821600', '008821634', '008821147', '008821121', '008821006']"
699,699,699,L2960,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821659', '008821667', '008821725', '008821709', '008821717', '008832458', '008832433', '008832409']"
700,700,700,L2966,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821659', '008821667', '008821725', '008821709', '008821717', '008832458', '008832433', '008832409']"
701,701,701,L2967,L,13,"['008821006', '008821121', '008821147', '008821634', '008821600', '008821659', '008821667', '008821725', '008821709', '008821717', '008832458', '008832433', '008832409']"
702,702,702,L2977,L,13,"['008832409', '008832433', '008832458', '008821717', '008821709', '008821725', '008821667', '008821659', '008821600', '008821634', '008821147', '008821121', '008821006']"
703,703,703,L2978,L,13,"['008832409', '008832433', '008832458', '008821717', '008821709', '008821725', '008821667', '008821659', '008821600', '008821634', '008821147', '008821121', '008821006']"
704,704,704,L2979,L,13,"['008832409', '008832433', '008832458', '008821717', '008821709', '008821725', '008821667', '008821659', '008821600', '008821634', '008821147', '008821121', '008821006']"
705,705,705,L2983,L,13,"['008832409', '008832433', '008832458', '008821717', '008821709', '008821725', '008821667', '008821659', '008821600', '008821634', '008821147', '008821121', '008821006']"
706,706,706,L4276,L,7,"['008882206', '008882230', '008882248', '008871415', '008871514', '008871100', '008872009']"
707,707,707,L4288,L,13,"['008871308', '008871365', '008871373', '008871381', '008882701', '008882107', '008882206', '008882230', '008882248', '008871415', '008871514', '008871100', '008872009']"
708,708,708,L4359,L,5,"['008882701', '008883238', '008883220', '008883212', '008883006']"
709,709,709,L4382,L,5,"['008883006', '008883212', '008883220', '008883238', '008882701']"
710,710,710,L4462,L,10,"['008881505', '008881562', '008881570', '008881000', '008881315', '008881406', '008881430', '008881455', '008881463', '008882206']"
711,711,711,L4559,L,27,"['008811601', '008811817', '008811825', '008872611', '008872587', '008872579', '008872553', '008872520', '008872413', '008872306', '008872066', '008872009', '008874054', '008874005', '008874559', '008874567', '008874583', '008874609', '008874716', '008874724', '008861150', '008861143', '008861135', '008861127', '008861119', '008863008', '008863115']"
712,712,712,L4561,L,27,"['008811601', '008811817', '008811825', '008872611', '008872587', '008872579', '008872553', '008872520', '008872413', '008872306', '008872066', '008872009', '008874054', '008874005', '008874559', '008874567', '008874583', '008874609', '008874716', '008874724', '008861150', '008861143', '008861135', '008861127', '008861119', '008863008', '008863115']"
713,713,713,L4563,L,27,"['008811601', '008811817', '008811825', '008872611', '008872587', '008872579', '008872553', '008872520', '008872413', '008872306', '008872066', '008872009', '008874054', '008874005', '008874559', '008874567', '008874583', '008874609', '008874716', '008874724', '008861150', '008861143', '008861135', '008861127', '008861119', '008863008', '008863115']"
714,714,714,L4579,L,27,"['008863115', '008863008', '008861119', '008861127', '008861135', '008861143', '008861150', '008874724', '008874716', '008874609', '008874583', '008874567', '008874559', '008874005', '008874054', '008872009', '008872066', '008872306', '008872413', '008872520', '008872553', '008872579', '008872587', '008872611', '008811825', '008811817', '008811601']"
715,715,715,L4580,L,27,"['008863115', '008863008', '008861119', '008861127', '008861135', '008861143', '008861150', '008874724', '008874716', '008874609', '008874583', '008874567', '008874559', '008874005', '008874054', '008872009', '008872066', '008872306', '008872413', '008872520', '008872553', '008872579', '008872587', '008872611', '008811825', '008811817', '008811601']"
716,716,716,L4587,L,27,"['008863115', '008863008', '008861119', '008861127', '008861135', '008861143', '008861150', '008874724', '008874716', '008874609', '008874583', '008874567', '008874559', '008874005', '008874054', '008872009', '008872066', '008872306', '008872413', '008872520', '008872553', '008872579', '008872587', '008872611', '008811825', '008811817', '008811601']"
717,717,717,L4855,L,26,"['008895505', '008886546', '008886504', '008886553', '008886561', '008886587', '008886009', '008886041', '008886058', '008886066', '008886074', '008881190', '008881166', '008881158', '008881125', '008881000', '008884566', '008884541', '008884004', '008884715', '008884855', '008885522', '008885001', '008885068', '008885753', '008885704']"
718,718,718,L4856,L,23,"['008895505', '008886546', '008886504', '008886553', '008886561', '008886587', '008886009', '008886041', '008886058', '008886066', '008886074', '008881190', '008881166', '008881158', '008881125', '008881000', '008884566', '008884541', '008884004', '008884715', '008884855', '008885522', '008885001']"
719,719,719,L4864,L,26,"['008895505', '008886546', '008886504', '008886553', '008886561', '008886587', '008886009', '008886041', '008886058', '008886066', '008886074', '008881190', '008881166', '008881158', '008881125', '008881000', '008884566', '008884541', '008884004', '008884715', '008884855', '008885522', '008885001', '008885068', '008885753', '008885704']"
720,720,720,L4878,L,23,"['008885001', '008885522', '008884855', '008884715', '008884004', '008884541', '008884566', '008881000', '008881125', '008881158', '008881166', '008881190', '008886074', '008886066', '008886058', '008886041', '008886009', '008886587', '008886561', '008886553', '008886504', '008886546', '008895505']"
721,721,721,L4887,L,23,"['008885001', '008885522', '008884855', '008884715', '008884004', '008884541', '008884566', '008881000', '008881125', '008881158', '008881166', '008881190', '008886074', '008886066', '008886058', '008886041', '008886009', '008886587', '008886561', '008886553', '008886504', '008886546', '008895505']"
722,722,722,L4891,L,23,"['008885001', '008885522', '008884855', '008884715', '008884004', '008884541', '008884566', '008881000', '008881125', '008881158', '008881166', '008881190', '008886074', '008886066', '008886058', '008886041', '008886009', '008886587', '008886561', '008886553', '008886504', '008886546', '008895505']"
723,723,723,L4967,L,20,"['008863008', '008863461', '008863453', '008863446', '008863438', '008863404', '008843430', '008843406', '008843307', '008843323', '008843331', '008843349', '008843240', '008843208', '008843224', '008843166', '008843158', '008843141', '008843133', '008841004']"
724,724,724,L5018,L,13,"['008844420', '008844404', '008844347', '008844339', '008844321', '008844313', '008844206', '008844008', '008844057', '008844545', '008844503', '008844644', '008015345']"
725,725,725,L5041,L,13,"['008015345', '008844644', '008844503', '008844545', '008844057', '008844008', '008844206', '008844313', '008844321', '008844339', '008844347', '008844404', '008844420']"
726,726,726,L5165,L,9,"['008841400', '008841434', '008841442', '008841459', '008841467', '008841327', '008841319', '008841202', '008841004']"
727,727,727,L5178,L,9,"['008841004', '008841202', '008841319', '008841327', '008841467', '008841459', '008841442', '008841434', '008841400']"
728,728,728,L5189,L,9,"['008841004', '008841202', '008841319', '008841327', '008841467', '008841459', '008841442', '008841434', '008841400']"
729,729,729,L5268,L,11,"['008841608', '008841525', '008841558', '008841004', '008842002', '008842036', '008844271', '008844255', '008844230', '008844206', '008844008']"
730,730,730,L5277,L,11,"['008844008', '008844206', '008844230', '008844255', '008844271', '008842036', '008842002', '008841004', '008841558', '008841525', '008841608']"
731,731,731,L5287,L,11,"['008844008', '008844206', '008844230', '008844255', '008844271', '008842036', '008842002', '008841004', '008841558', '008841525', '008841608']"
732,732,732,L554,L,25,"['008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
733,733,733,L5555,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
734,734,734,L5557,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
735,735,735,L556,L,25,"['008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
736,736,736,L5565,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
737,737,737,L5566,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
738,738,738,L5567,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
739,739,739,L5568,L,21,"['008841673', '008841665', '008841608', '008841525', '008841558', '008841004', '008842002', '008842630', '008842648', '008842655', '008842663', '008842689', '008842705', '008842838', '008842846', '008842853', '008864469', '008864451', '008864436', '008864410', '008864345']"
740,740,740,L557,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
741,741,741,L5583,L,21,"['008864345', '008864410', '008864436', '008864451', '008864469', '008842853', '008842846', '008842838', '008842705', '008842689', '008842663', '008842655', '008842648', '008842630', '008842002', '008841004', '008841558', '008841525', '008841608', '008841665', '008841673']"
742,742,742,L5589,L,21,"['008864345', '008864410', '008864436', '008864451', '008864469', '008842853', '008842846', '008842838', '008842705', '008842689', '008842663', '008842655', '008842648', '008842630', '008842002', '008841004', '008841558', '008841525', '008841608', '008841665', '008841673']"
743,743,743,L559,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
744,744,744,L560,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
745,745,745,L562,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
746,746,746,L563,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
747,747,747,L564,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
748,748,748,L567,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
749,749,749,L569,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
750,750,750,L570,L,28,"['008891553', '008891629', '008891033', '008891009', '008891116', '008891124', '008891132', '008891140', '008891157', '008891165', '008892056', '008892031', '008892007', '008893013', '008893039', '008893567', '008893559', '008893542', '008893534', '008893526', '008893518', '008893401', '008822160', '008822145', '008822137', '008822111', '008822053', '008822004']"
751,751,751,L576,L,22,"['008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
752,752,752,L577,L,22,"['008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
753,753,753,L579,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
754,754,754,L582,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
755,755,755,L583,L,28,"['008822004', '008822053', '008822111', '008822137', '008822145', '008822160', '008893401', '008893518', '008893526', '008893534', '008893542', '008893559', '008893567', '008893039', '008893013', '008892007', '008892031', '008892056', '008891165', '008891157', '008891140', '008891132', '008891124', '008891116', '008891009', '008891033', '008891629', '008891553']"
