,Unnamed: 0,Unnamed: 0.1,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
992,992,992,S23788,S,22,"['008833001', '008811288', '008811270', '008811262', '008811254', '008811247', '008811221', '008811213', '008811130', '008811007', '008812005', '008813003', '008814001', '008814373', '008814365', '008814357', '008814340', '008814308', '008814332', '008883808', '008883022', '008883006']"
993,993,993,S32256,S,26,"['008892601', '008892692', '008895232', '008895208', '008895422', '008895430', '008895448', '008895455', '008895877', '008895869', '008895851', '008895802', '008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
994,994,994,S32257,S,26,"['008892601', '008892692', '008895232', '008895208', '008895422', '008895430', '008895448', '008895455', '008895877', '008895869', '008895851', '008895802', '008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
995,995,995,S32259,S,26,"['008892601', '008892692', '008895232', '008895208', '008895422', '008895430', '008895448', '008895455', '008895877', '008895869', '008895851', '008895802', '008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
996,996,996,S32261,S,26,"['008892601', '008892692', '008895232', '008895208', '008895422', '008895430', '008895448', '008895455', '008895877', '008895869', '008895851', '008895802', '008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
997,997,997,S32265,S,26,"['008892601', '008892692', '008895232', '008895208', '008895422', '008895430', '008895448', '008895455', '008895877', '008895869', '008895851', '008895802', '008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812112', '008812120', '008812146', '008812153', '008812161', '008893443', '008893401']"
998,998,998,S32278,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
999,999,999,S32279,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
1000,1000,1000,S32282,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
1001,1001,1001,S32283,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
1002,1002,1002,S32285,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
1003,1003,1003,S32288,S,26,"['008893401', '008893443', '008812161', '008812153', '008812146', '008812120', '008812112', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001', '008895802', '008895851', '008895869', '008895877', '008895455', '008895448', '008895430', '008895422', '008895208', '008895232', '008892692', '008892601']"
1004,1004,1004,S37092,S,11,"['008893401', '008812161', '008812146', '008812120', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001']"
1005,1005,1005,S37094,S,11,"['008893401', '008812161', '008812146', '008812120', '008812070', '008812062', '008812047', '008812021', '008812005', '008813003', '008814001']"
1006,1006,1006,S37953,S,11,"['008895208', '008895430', '008895455', '008895877', '008895869', '008895802', '008895836', '008814001', '008813003', '008812005', '008811007']"
1007,1007,1007,S38094,S,11,"['008814001', '008813003', '008812005', '008812021', '008812047', '008812062', '008812070', '008812120', '008812146', '008812161', '008893401']"
1008,1008,1008,S42166,S,21,"['008811189', '008811163', '008811106', '008811171', '008811197', '008811205', '008811411', '008811304', '008811916', '008812021', '008812047', '008812211', '008812229', '008812237', '008812245', '008812252', '008812260', '008895836', '008895802', '008895091', '008895000']"
1009,1009,1009,S42179,S,17,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008811916', '008811304', '008811411', '008811205', '008811197']"
1010,1010,1010,S42183,S,17,"['008895000', '008895091', '008895802', '008895836', '008812260', '008812252', '008812245', '008812237', '008812229', '008812211', '008812047', '008812021', '008811916', '008811304', '008811411', '008811205', '008811197']"
1011,1011,1011,S53357,S,25,"['008895505', '008895612', '008895620', '008895638', '008895646', '008883311', '008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1012,1012,1012,S53360,S,20,"['008883311', '008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1013,1013,1013,S53362,S,20,"['008883311', '008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1014,1014,1014,S53366,S,20,"['008883311', '008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1015,1015,1015,S53379,S,20,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311']"
1016,1016,1016,S53383,S,20,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311']"
1017,1017,1017,S53384,S,20,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311']"
1018,1018,1018,S53385,S,20,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311']"
1019,1019,1019,S53388,S,25,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311', '008895646', '008895638', '008895620', '008895612', '008895505']"
1020,1020,1020,S53390,S,20,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308', '008883311']"
1021,1021,1021,S53555,S,19,"['008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1022,1022,1022,S53557,S,19,"['008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1023,1023,1023,S53558,S,19,"['008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1024,1024,1024,S53564,S,19,"['008814308', '008814415', '008814423', '008814431', '008814449', '008814464', '008814456', '008811411', '008811403', '008811304', '008811916', '008811171', '008811106', '008811163', '008811155', '008811189', '008822269', '008822251', '008822004']"
1025,1025,1025,S53586,S,19,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308']"
1026,1026,1026,S53588,S,19,"['008822004', '008822251', '008822269', '008811189', '008811155', '008811163', '008811106', '008811171', '008811916', '008811304', '008811403', '008811411', '008814456', '008814464', '008814449', '008814431', '008814423', '008814415', '008814308']"
1027,1027,1027,S61555,S,20,"['008895802', '008895844', '008895778', '008895760', '008895752', '008895745', '008895737', '008895729', '008895711', '008895505', '008895612', '008895620', '008895638', '008895646', '008883311', '008814308', '008814001', '008813003', '008812005', '008811007']"
